# use CTRL + F to search

Symbol: AGLD | Network: ERC20 | Withdrawal fee: 10.0
Symbol: AGIX | Network: ERC20 | Withdrawal fee: 17.0
Symbol: PTERIA | Network: ERC20 | Withdrawal fee: 0.7
Symbol: POND | Network: ERC20 | Withdrawal fee: 427.0
Symbol: ATLAS | Network: SOL | Withdrawal fee: 526.0
Symbol: ACAD | Network: ERC20 | Withdrawal fee: 10.0
Symbol: TELOS | Network: TLOS | Withdrawal fee: 0.0
Symbol: FID | Network: MATIC | Withdrawal fee: 30.0
Symbol: FIC | Network: FIC | Withdrawal fee: 1.0
Symbol: FANT | Network: SOL | Withdrawal fee: 0.0
Symbol: SBR | Network: SOL | Withdrawal fee: 1082.0
Symbol: POLS | Network: ERC20 | Withdrawal fee: 12.0
Symbol: NYM | Network: ERC20 | Withdrawal fee: 16.0
Symbol: BAC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FIL | Network: FIL | Withdrawal fee: 0.05
Symbol: BAG | Network: HECO | Withdrawal fee: 0.0
Symbol: POLY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FIK | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FIN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NIFT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NIFT | Network: MATIC | Withdrawal fee: 0.0
Symbol: FIO | Network: FIO | Withdrawal fee: 10.0
Symbol: BAL | Network: ERC20 | Withdrawal fee: 2.85
Symbol: STND | Network: ERC20 | Withdrawal fee: 169.0
Symbol: BAT | Network: ERC20 | Withdrawal fee: 8.0
Symbol: MANGO | Network: SOL | Withdrawal fee: 0.0
Symbol: AKRO | Network: ERC20 | Withdrawal fee: 3834.0
Symbol: BAX | Network: ERC20 | Withdrawal fee: 16539.0
Symbol: POMG | Network: POM | Withdrawal fee: 10.0
Symbol: MNTL | Network: MNTL | Withdrawal fee: 1.0
Symbol: BRIGHTID | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RUSH | Network: ERC20 | Withdrawal fee: 2332.0
Symbol: QANX | Network: ERC20 | Withdrawal fee: 2732.0
